Sexo,Edad,Rng_edad,EstadoCivil,Trabaja_estudia,NSE,TieneTV_Radio,TieneComputadora,TieneLaptop,TieneIPAD,TieneEquipoMusica,TieneTelfInteligente,TieneKindle,CompraComida,RopaSuper,RopaLocal,RopaTianguis,RopaCentroComerc,RopaBoutique,RopaExtranjero,RopaInternet,RopaUsada,RopaVendedorIndep,TiempLibreCasa,TiempLibreAmigos,TiempLibreRestaurante,TiempLibreCentroComercial,TiempoLibreCine,TiempoLibreExpoArte,TiempLibreConcierto,TiempLibreParque,TiempLibreMuseo,TiempLibreDiscoteca,TiempLibreClubSocial,TiempLibreDeportes,TiempLibreNaturaleza,CantidadLibros,Oficio,Idioma,GradoInstruccEncuest,P22_1,P22_2,SalidasFiestFamiliar,SalidaFiestAmigos,SalidaCarnavales,SalidaConciert_Teat,SalidaFiestaPatronal,SalidaAntros,SalidaRestaurante,SalidasConAmigos,RSArtagr_desag,RSArtEnt_abu,RSArtUtil_inut,RSArtEmoc_indf,RelacArtTV,RelacArtCine,RelacArtDiversio,RelacArtConoc,RelacArtbellez,RelacArtSenti,RelacArtCumb,RelacArtCultur,RelacArtPrivileg,RelacArtExtraord,GustoCiencia,MedDifCienciaTV,medDifCienciaRev,medDifCienciaPeriod,MedDifCienciaInternet,medDifCienciaFamilia,MedDifCienciaEscuel,DifusionCiencia,AsistencaiCiencia,AsistCienciaFamilia,AsistCienciaAmigos,AsistCienciaConocid,AsistCienciaSOLO,AsistCienciaNovio,GustoArtes,PrefArtesMus,PrefArtePint,PrefArteArtesa,PrefArteDanz,PrefArteTeat,PrefArteLiter,PrefArteCine,InfArteTv_radi,InfArteRevista,InfArtePeriod,InfoArtInternet,InfArteFam_Am,InfArtEscuela,PercepDifArte,AsistenciaArte,AsistArtFamilia,AsistArtAmigos,AsistArtConoci,AsitArtSolo,AsistArtNovio,CCGustoLeer,FrecLectura,PrefLectNove,PrefLectCuen,PrefLectComic,PrefLectPoesi,PrefLectNotInt,PrefLectNotper,PrefLectArtRev,PrefLectBlog,PrefLectRevis,PrefLectRedS,FuentLectComp,FuentLecPrest,FuentLecBiblio,FuentLecIntern,PrefMuseoArt,PrefMuseoHist,PrefMuseoCien,PrefMuseoNing,FrecAsistMuseo,AsistMuseoAmig,AsistMuseNov,AsisMuseEscue,AsisMuseFami,AsisMuseSolo,PrefMusRock,PrefMusMetal,PrefMusiPop,PrefMusiElectr,PrefMuscTradic,PrefMuscCumb,PrefMuscSalsa,PrefMuscRegu,PrefMuscTrova,PrefMuscCulta,PrefMuscRoman,GustoTV,PrefTVcaricat,PrefTVNoticias,PrefTVAnalPoli,PrefTVCultura,PrefTVSeries,PrefTVTelenov,PrefTVMusica,PrefTVDeporte,PrefTVReality,PrefTVConcur,P47_Otros,RSPolitImport,RSPolitAtracti,RSPolitUtil,RSPolitJusta,RelacPolitRobo,RelacPolitParticp,RelacPolitEnga,RelacPolitDemocr,RelacPolitCivis,RelacPolitParti,RelacPolitIgual,RelacPolitPueb,RelacPolitViole,RelacPolitGarant,RSEducEntret,RSEducUtil,RSEducPlacer,RSEducAnticua,RelacEduNeces,RelacEduDiner,RelacEduCult,RelacEduPosS,RelacEduValo,RelacEduLibe,RelacEduDerec,RelacEduPrivileg,RelacEduCertificados,RelacEduCompro,Ciudad
Hombre,23,21 a 24,Casado,Trabajo,D+,No,Sí,Sí,No,Sí,No,No,Abarrotes/Bodega,No,No,Sí,Sí,No,No,No,No,No,No,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,1 a 10,Sí,No,Preparatoria Completa,Secundria Completa,Secundria Completa,Sí,No,No,No,Sí,No,No,No,Agradables,Aburridas,Útiles,Emocionantes,Muy relacionado,Totalmente relacionado,Muy relacionado,Relacionado,Muy relacionado,Muy relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Sí,No,Sí,Sí,Sí,No,No,Sí,1 o 2 veces al mes,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,Sí,Por lo menos una vez por semana,Sí,Sí,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,Sí,No,Sí,No,No,No,No,No,No,Relevante (importante),Repulsiva (Mala),Útil,Justa,Muy relacionado,Relacionado,Muy relacionado,Relacionado,Relacionado,Muy relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Aburrida,Útil,Placer,Moderna,Totalmente relacionado,Muy relacionado,Relacionado,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Poco relacionado,Relacionado,Relacionado,Mexico
Hombre,19,18 a 20,Soltero,Estudio,C-,Sí,Sí,No,No,No,No,No,Supermercado,No,Sí,No,No,No,Sí,No,No,No,Sí,No,No,No,No,No,No,No,Sí,No,No,No,No,11 a 30,NS/NC,Sí,Preparatoria Completa,Primaria Incompleta,Primaria Completa,Sí,Sí,No,No,No,No,No,No,Agradables,Aburridas,Inútiles,Indiferentes,Muy relacionado,Totalmente relacionado,Muy relacionado,Relacionado,Muy relacionado,Totalmente relacionado,Muy relacionado,Relacionado,Muy relacionado,Muy relacionado,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,Sí,Por lo menos una vez al mes,No,No,Sí,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,No,Sí,No,No,No,No,No,No,Relevante (importante),Atractiva (Buena),Útil,Justa,Totalmente relacionado,Muy relacionado,Muy relacionado,Totalmente relacionado,Muy relacionado,Relacionado,Relacionado,Poco relacionado,Poco relacionado,Nada relacionado,Aburrida,Útil,Placer,Obsoleta,Totalmente relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Mexico
Mujer,22,21 a 24,Soltero,Trabajo,C,No,Sí,Sí,No,No,No,No,Supermercado,No,Sí,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,1 a 10,Sí,No,Secundria Completa,Secundria Completa,Secundria Completa,Sí,Sí,No,No,No,No,No,No,Agradables,Aburridas,Útiles,Indiferentes,Muy relacionado,Relacionado,Muy relacionado,Muy relacionado,Relacionado,Muy relacionado,Muy relacionado,Relacionado,Poco relacionado,Poco relacionado,Sí,Sí,No,No,No,No,No,No,1 o 2 veces al año,No,Sí,No,Sí,No,Sí,No,Sí,No,No,No,No,Sí,No,Sí,No,Sí,No,No,No,Por lo menos 1 o 2 veces por semana,No,No,No,Sí,Sí,Sí,Diario,Sí,Sí,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,No,No,Sí,No,No,No,No,No,Irrelevante (no importante),Atractiva (Buena),Inútil,Justa,Totalmente relacionado,Muy relacionado,Relacionado,Muy relacionado,Muy relacionado,Relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Entretenida,Útil,Obligación,Obsoleta,Muy relacionado,Relacionado,Relacionado,Relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Relacionado,Mexico
Hombre,23,21 a 24,Soltero,Trabajo,C,Sí,No,Sí,Sí,No,No,No,Abarrotes/Bodega,No,No,Sí,Sí,No,No,No,No,No,No,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,31 a 100,Sí,No,Preparatoria Completa,Secundria Completa,Secundria Completa,Sí,Sí,No,No,Sí,No,No,No,Agradables,Entretenidas,Útiles,Indiferentes,Muy relacionado,Relacionado,Muy relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Relacionado,Muy relacionado,Muy relacionado,Muy relacionado,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,Sí,Una o dos veces al mes,No,Sí,No,No,No,Sí,Por lo menos una vez por semana,Sí,Sí,Sí,No,No,Sí,No,No,No,No,Sí,Sí,Sí,No,No,Sí,No,No,Por lo menos 1-2 veces al año,No,Sí,No,No,No,Sí,Sí,No,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Irrelevante (no importante),Atractiva (Buena),Inútil,Injusta,Totalmente relacionado,Poco relacionado,Totalmente relacionado,Relacionado,Muy relacionado,Poco relacionado,Nada relacionado,Nada relacionado,Totalmente relacionado,Poco relacionado,Entretenida,Útil,Obligación,Moderna,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Relacionado,Muy relacionado,Totalmente relacionado,Muy relacionado,Relacionado,Relacionado,Mexico
Hombre,19,18 a 20,Soltero,Trabajo,C,Sí,Sí,Sí,Sí,Sí,No,No,Abarrotes/Bodega,No,No,Sí,No,Sí,No,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,Sí,No,1 a 10,NS/NC,No,Bachillerato Incompleto,Secundria Completa,Secundria Completa,Sí,Sí,No,No,No,No,No,No,Agradables,Aburridas,Inútiles,Emocionantes,Muy relacionado,Totalmente relacionado,Muy relacionado,Relacionado,Poco relacionado,Relacionado,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Sí,Sí,Sí,No,No,No,No,Sí,1 o dos veces por semana,Sí,Sí,No,No,No,Sí,Sí,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,Sí,Por lo menos 1 o 2 veces por semana,No,Sí,No,Sí,Sí,Sí,Diario,Sí,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Relevante (importante),Repulsiva (Mala),Inútil,Justa,Totalmente relacionado,Muy relacionado,Relacionado,Totalmente relacionado,Muy relacionado,Relacionado,Muy relacionado,Relacionado,Relacionado,Relacionado,Entretenida,Útil,Obligación,Obsoleta,Muy relacionado,Totalmente relacionado,Muy relacionado,Relacionado,Muy relacionado,Muy relacionado,Totalmente relacionado,Muy relacionado,Relacionado,Relacionado,Mexico
Mujer,19,18 a 20,Soltero,Ni estudio Ni trabajo,C,No,Sí,Sí,Sí,No,No,No,Supermercado,No,No,Sí,No,Sí,No,No,Sí,No,Sí,Sí,No,No,Sí,No,No,No,No,No,No,No,No,11 a 30,NS/NC,No,Universidad Incompleta,Primaria Incompleta,Primaria Incompleta,Sí,Sí,No,No,No,No,No,No,Agradables,Entretenidas,Útiles,Emocionantes,Poco relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Totalmente relacionado,Totalmente relacionado,Nada relacionado,Totalmente relacionado,Muy relacionado,Totalmente relacionado,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,Sí,No,No,Sí,No,No,Sí,Una o dos veces al mes,No,Sí,No,Sí,Sí,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,Por lo menos 3-5 veces al año,No,Sí,No,No,Sí,Sí,No,Sí,No,No,No,Sí,No,No,No,No,Sí,No,No,No,Sí,No,No,Sí,No,No,No,No,Irrelevante (no importante),Atractiva (Buena),Útil,Injusta,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Relacionado,Muy relacionado,Relacionado,Nada relacionado,Relacionado,Poco relacionado,Nada relacionado,Entretenida,Útil,Placer,Moderna,Totalmente relacionado,Relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Totalmente relacionado,Totalmente relacionado,Mexico
Mujer,15,15 a 17,Soltero,Estudio,D+,Sí,Sí,Sí,No,No,No,No,Supermercado,No,No,Sí,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,No,No,No,No,1 a 10,NS/NC,Sí,Bachillerato Incompleto,Secundria Completa,Secundria Completa,Sí,Sí,No,No,No,No,No,No,Agradables,Entretenidas,Útiles,Emocionantes,Muy relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Relacionado,Muy relacionado,Totalmente relacionado,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,Sí,No,Sí,No,Sí,No,No,No,No,Sí,No,No,No,No,Sí,Por lo menos 1 o 2 veces por semana,Sí,Sí,No,No,No,Sí,Por lo menos una vez por semana,Sí,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,Sí,No,No,Por lo menos 3-5 veces al año,Sí,Sí,No,No,No,No,No,Sí,Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Irrelevante (no importante),Atractiva (Buena),Útil,Injusta,Relacionado,Muy relacionado,Relacionado,Muy relacionado,Relacionado,Relacionado,Muy relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Entretenida,Útil,Obligación,Moderna,Totalmente relacionado,Relacionado,Relacionado,Relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Totalmente relacionado,Poco relacionado,Mexico
Hombre,15,15 a 17,Soltero,Estudio,C,Sí,No,Sí,Sí,Sí,Sí,No,Abarrotes/Bodega,No,No,No,No,Sí,No,No,Sí,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,Ninguno,No,Sí,Bachillerato Incompleto,Secundaria Incompleta,Secundaria Incompleta,Sí,Sí,No,No,No,No,No,No,Agradables,Entretenidas,Útiles,Emocionantes,Muy relacionado,Relacionado,Muy relacionado,Relacionado,Muy relacionado,Totalmente relacionado,Muy relacionado,Relacionado,Relacionado,Relacionado,Sí,No,Sí,Sí,No,No,No,Sí,1 o dos veces por semana,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,Por lo menos 1-2 veces al año,Sí,Sí,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Relevante (importante),Atractiva (Buena),Útil,Injusta,Totalmente relacionado,Muy relacionado,Relacionado,Muy relacionado,Relacionado,Poco relacionado,Relacionado,Muy relacionado,Relacionado,Relacionado,Entretenida,Útil,Placer,Obsoleta,Muy relacionado,Relacionado,Muy relacionado,Relacionado,Poco relacionado,Poco relacionado,Nada relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Mexico
Mujer,15,15 a 17,Soltero,Estudio,C+,No,Sí,Sí,Sí,No,Sí,No,Abarrotes/Bodega,No,No,No,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,11 a 30,No,Sí,Bachillerato Incompleto,Universidad Incompleta,Universidad Incompleta,Sí,Sí,No,No,No,No,No,Sí,Agradables,Entretenidas,Útiles,Emocionantes,Poco relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Totalmente relacionado,Totalmente relacionado,Sí,No,No,No,Sí,Sí,No,Sí,1 o 2 veces al mes,Sí,Sí,No,No,No,Sí,No,Sí,No,No,No,No,No,No,No,No,Sí,Sí,No,Sí,Una o dos veces al mes,No,Sí,No,Sí,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,No,No,No,Relevante (importante),Atractiva (Buena),Inútil,Injusta,Totalmente relacionado,Poco relacionado,Totalmente relacionado,Poco relacionado,Poco relacionado,Totalmente relacionado,Poco relacionado,Poco relacionado,Totalmente relacionado,Poco relacionado,Entretenida,Útil,Placer,Obsoleta,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Relacionado,Muy relacionado,Muy relacionado,Relacionado,Muy relacionado,Mexico
Mujer,15,15 a 17,Soltero,Trabajo,C,Sí,No,Sí,Sí,No,No,No,Supermercado,No,Sí,No,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,11 a 30,Sí,Sí,Secundria Completa,Secundria Completa,Secundria Completa,Sí,Sí,No,No,No,No,No,No,Agradables,Entretenidas,Útiles,Emocionantes,Muy relacionado,Totalmente relacionado,Muy relacionado,Relacionado,Muy relacionado,Muy relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Sí,No,Sí,No,Sí,No,No,Sí,1 o dos veces por semana,Sí,Sí,No,Sí,No,Sí,No,No,No,Sí,No,No,Sí,Sí,No,No,Sí,No,No,Sí,Por lo menos 1 o 2 veces por semana,Sí,Sí,No,No,No,Sí,Por lo menos una vez al mes,Sí,No,No,No,Sí,No,No,No,No,No,Sí,No,No,Sí,No,Sí,No,No,Por lo menos 3-5 veces al año,Sí,No,No,No,No,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Irrelevante (no importante),Atractiva (Buena),Útil,Injusta,Totalmente relacionado,Muy relacionado,Relacionado,Muy relacionado,Relacionado,Muy relacionado,Totalmente relacionado,Relacionado,Muy relacionado,Muy relacionado,Entretenida,Útil,Placer,Obsoleta,Muy relacionado,Relacionado,Muy relacionado,Totalmente relacionado,Muy relacionado,Relacionado,Muy relacionado,Relacionado,Relacionado,Relacionado,Mexico
Hombre,24,21 a 24,Casado,Trabajo y Estudio,C-,Sí,Sí,No,No,No,Sí,No,Supermercado,No,No,Sí,No,Sí,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,Ninguno,NS/NC,No,Universidad Incompleta,Secundaria Incompleta,Secundaria Incompleta,Sí,No,No,No,No,No,No,Sí,Agradables,Entretenidas,Útiles,Emocionantes,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Sí,No,No,Sí,Sí,No,No,No,1 o 2 veces al mes,Sí,Sí,No,No,No,Sí,Sí,No,No,No,No,No,Sí,Sí,Sí,No,Sí,No,No,Sí,Una o dos veces al mes,Sí,No,No,No,Sí,Sí,Diario,Sí,No,Sí,Sí,No,No,No,No,No,No,No,Sí,No,Sí,No,No,Sí,No,Por lo menos 1-2 veces al año,Sí,Sí,No,Sí,No,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Relevante (importante),Repulsiva (Mala),Útil,Justa,Totalmente relacionado,Muy relacionado,Totalmente relacionado,Relacionado,Relacionado,Totalmente relacionado,Poco relacionado,Relacionado,Muy relacionado,Relacionado,Entretenida,Útil,Placer,Moderna,Totalmente relacionado,Muy relacionado,Muy relacionado,Relacionado,Muy relacionado,Muy relacionado,Relacionado,Muy relacionado,Poco relacionado,Poco relacionado,Mexico
Hombre,19,18 a 20,Soltero,Estudio,C,Sí,Sí,Sí,No,Sí,No,No,Abarrotes/Bodega,No,Sí,Sí,No,Sí,No,No,Sí,No,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,1 a 10,NS/NC,No,Bachillerato Incompleto,Universidad Completa,Universidad Completa,Sí,Sí,No,No,No,No,No,No,Desagradables,Entretenidas,Útiles,Emocionantes,Muy relacionado,Relacionado,Muy relacionado,Totalmente relacionado,Muy relacionado,Relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,Sí,No,No,No,Una o dos veces al mes,Sí,Sí,No,No,No,Sí,Por lo menos una vez por semana,Sí,Sí,No,No,No,No,No,No,No,No,Sí,No,No,Sí,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,No,Sí,No,No,No,Sí,Sí,No,Relevante (importante),Repulsiva (Mala),Inútil,Justa,Totalmente relacionado,Muy relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Relacionado,Relacionado,Aburrida,Útil,Placer,Obsoleta,Totalmente relacionado,Muy relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Mexico
Hombre,13,12 a 14,Soltero,Estudio,C,Sí,No,Sí,Sí,No,No,No,Supermercado,Sí,Sí,No,No,No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,1 a 10,NS/NC,No,Secundaria Incompleta,Secundria Completa,Secundria Completa,Sí,Sí,No,No,No,No,No,No,Agradables,Aburridas,Útiles,Emocionantes,Muy relacionado,Muy relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Muy relacionado,Muy relacionado,Muy relacionado,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,Sí,Por lo menos 1 o 2 veces por semana,Sí,Sí,No,Sí,No,Sí,Por lo menos una vez por semana,Sí,Sí,No,No,Sí,Sí,No,No,No,No,No,Sí,No,No,No,Sí,No,No,Por lo menos 3-5 veces al año,Sí,No,No,Sí,No,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Irrelevante (no importante),Repulsiva (Mala),Inútil,Injusta,Totalmente relacionado,Muy relacionado,Muy relacionado,Relacionado,Muy relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Totalmente relacionado,Muy relacionado,Entretenida,Útil,Placer,Moderna,Poco relacionado,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Mexico
Hombre,20,18 a 20,Soltero,Trabajo y Estudio,AB,No,Sí,Sí,Sí,No,No,No,Supermercado,Sí,No,Sí,No,No,No,No,Sí,No,Sí,No,No,Sí,No,No,No,Sí,Sí,No,No,No,No,11 a 30,NS/NC,No,Universidad Incompleta,Universidad Incompleta,Universidad Incompleta,Sí,Sí,No,No,Sí,Sí,Sí,No,Agradables,Entretenidas,Útiles,Emocionantes,Poco relacionado,Poco relacionado,Poco relacionado,Relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Sí,Sí,Sí,No,No,No,No,Sí,1 o 2 veces al mes,Sí,Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,Sí,Por lo menos una vez por semana,Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,Por lo menos 1-2 veces al año,No,Sí,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Irrelevante (no importante),Repulsiva (Mala),Útil,Injusta,Muy relacionado,Relacionado,Relacionado,Poco relacionado,Totalmente relacionado,Muy relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Entretenida,Útil,Obligación,Moderna,Totalmente relacionado,Muy relacionado,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Mexico
Mujer,22,21 a 24,Unión Libre,Soy Ama de Casa,C-,Sí,Sí,No,No,No,No,No,Supermercado,Sí,No,Sí,No,No,No,No,No,No,Sí,Sí,No,No,Sí,No,No,No,No,No,No,No,No,1 a 10,NS/NC,No,Secundaria Incompleta,Secundria Completa,Secundria Completa,Sí,Sí,No,No,No,No,No,No,Agradables,Aburridas,Útiles,Emocionantes,Totalmente relacionado,Muy relacionado,Muy relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Sí,Sí,Sí,No,No,No,No,No,1 o 2 veces al mes,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,Sí,Por lo menos una vez por semana,Sí,Sí,No,No,Sí,No,No,No,No,No,No,Sí,No,No,Sí,Sí,No,No,Por lo menos 3-5 veces al año,Sí,Sí,No,No,No,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Irrelevante (no importante),Atractiva (Buena),Inútil,Justa,Totalmente relacionado,Muy relacionado,Muy relacionado,Relacionado,Muy relacionado,Relacionado,Relacionado,Relacionado,Poco relacionado,Poco relacionado,Aburrida,Útil,Placer,Obsoleta,Poco relacionado,Relacionado,Muy relacionado,Relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Relacionado,Poco relacionado,Poco relacionado,Mexico
Mujer,24,21 a 24,Unión Libre,Soy Ama de Casa,C-,Sí,Sí,No,No,No,No,No,Supermercado,No,Sí,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,11 a 30,NS/NC,No,Secundria Completa,Primaria Incompleta,Primaria Incompleta,Sí,Sí,No,No,No,Sí,No,No,Agradables,Entretenidas,Útiles,Emocionantes,Totalmente relacionado,Muy relacionado,Totalmente relacionado,Muy relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,Sí,Diario,Sí,Sí,No,No,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,Irrelevante (no importante),Repulsiva (Mala),Inútil,Injusta,Totalmente relacionado,Muy relacionado,Muy relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Aburrida,Útil,Placer,Moderna,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Mexico
Mujer,12,12 a 14,Soltero,Estudio,D+,Sí,No,Sí,Sí,No,No,No,Supermercado,Sí,No,Sí,No,No,No,No,No,No,Sí,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,1 a 10,NS/NC,No,Secundaria Incompleta,Primaria Incompleta,Primaria Incompleta,Sí,Sí,No,No,No,No,No,No,Agradables,Entretenidas,Útiles,Emocionantes,Muy relacionado,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Sí,No,Sí,No,No,No,No,No,1 o dos veces por semana,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,Por lo menos 3-5 veces al año,Sí,Sí,No,No,No,No,No,Sí,No,No,Sí,Sí,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,Irrelevante (no importante),Repulsiva (Mala),Inútil,Injusta,Totalmente relacionado,Muy relacionado,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Entretenida,Inútil,Placer,Moderna,Muy relacionado,Relacionado,Relacionado,Muy relacionado,Relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Mexico
